0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0001,-0.0001,0.0001,-0.0001,0.0001,-0.0001,0.0
0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0003,0.0009,-0.0013,0.0016,-0.0018,0.0017,-0.0015,0.0011,-0.0006
-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0003,0.0067,-0.0183,0.0279,-0.0346,0.0375,-0.0364,0.0314,-0.023,0.0121
0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0009,-0.0183,0.0498,-0.0759,0.0939,-0.1019,0.0988,-0.0852,0.0625,-0.033
-0.0,0.0,-0.0,0.0,-0.0,0.0001,-0.0013,0.0279,-0.0759,0.1158,-0.1432,0.1553,-0.1507,0.13,-0.0952,0.0503
0.0,-0.0,0.0,-0.0,0.0,-0.0001,0.0016,-0.0346,0.0939,-0.1432,0.1772,-0.1921,0.1864,-0.1607,0.1178,-0.0622
-0.0,0.0,-0.0,0.0,-0.0,0.0001,-0.0018,0.0375,-0.1019,0.1553,-0.1921,0.2083,-0.2021,0.1743,-0.1277,0.0675
0.0,-0.0,0.0,-0.0,0.0,-0.0001,0.0017,-0.0364,0.0988,-0.1507,0.1864,-0.2021,0.1961,-0.1691,0.124,-0.0655
-0.0,0.0,-0.0,0.0,-0.0,0.0001,-0.0015,0.0314,-0.0852,0.13,-0.1607,0.1743,-0.1691,0.1458,-0.1069,0.0565
0.0,-0.0,0.0,-0.0,0.0,-0.0001,0.0011,-0.023,0.0625,-0.0952,0.1178,-0.1277,0.124,-0.1069,0.0783,-0.0414
-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0006,0.0121,-0.033,0.0503,-0.0622,0.0675,-0.0655,0.0565,-0.0414,0.0219
